,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,latitude,longitude,Zona,fl_intermodalidade,fl_lte_5_km_estacao,fl_lte_5_km_pontos_turisticos,entire_home_apt_private_room_roteiro_turistico,acomodacao_alta_experiencia
0,Entire home/apt,4,1,1,1,723.0,367,4.92,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
1,Private room,2,1,1,2,1146.0,32,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
2,Entire home/apt,6,4,3,3,6742.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
3,Private room,1,1,1,1,61.0,5,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
4,Entire home/apt,6,2,2,6,1411.0,654,4.83,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
5,Entire home/apt,6,2,2,5,703.0,60,4.8,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
6,Private room,1,1,1,1,59.0,4,4.5,-22.9215542,-43.1860269,Centro,1,1,1,1,1
7,Entire home/apt,3,1,1,2,225.0,48,4.92,-22.9215542,-43.1860269,Centro,1,1,1,1,1
8,Entire home/apt,2,1,0,1,759.0,59,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
9,Entire home/apt,5,1,2,2,1471.0,327,4.7,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
10,Entire home/apt,3,1,1,2,850.0,304,4.74,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
11,Entire home/apt,2,2,1,1,324.0,498,4.91,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
12,Entire home/apt,13,7,6,7,3532.0,180,4.76,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
13,Entire home/apt,3,1,1,1,580.0,177,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
14,Entire home/apt,14,7,6,10,6000.0,7,4.57,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
15,Entire home/apt,2,1,0,1,759.0,288,4.77,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
16,Entire home/apt,3,1,0,4,140.0,3,4.67,-22.9215542,-43.1860269,Centro,1,1,1,1,1
17,Entire home/apt,4,1,1,1,896.0,37,4.74,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
18,Entire home/apt,4,2,2,2,1372.0,41,5.0,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
19,Entire home/apt,10,2,1,8,1200.0,10,3.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,0
20,Entire home/apt,4,1,1,2,5054.0,43,4.45,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
21,Entire home/apt,2,1,1,1,943.0,126,4.53,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
22,Entire home/apt,10,4,4,8,2697.0,37,4.95,-23.0077797,-43.2872344,Zona Oeste,0,1,0,0,1
23,Entire home/apt,6,2,4,4,1200.0,13,4.83,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
24,Entire home/apt,6,2,3,4,1986.0,95,4.76,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
25,Entire home/apt,5,2,1,5,1310.0,606,4.81,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
26,Private room,2,2,1,1,223.0,94,4.92,-22.9215542,-43.1860269,Centro,1,1,1,1,1
27,Entire home/apt,12,4,4,8,4567.0,160,4.39,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
28,Private room,3,1,1,2,636.0,28,4.79,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
29,Private room,3,0,1,2,664.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30,Private room,3,5,7,14,203.0,251,4.81,-22.9215542,-43.1860269,Centro,1,1,1,1,1
31,Entire home/apt,4,1,1,2,1258.0,122,4.68,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
32,Private room,2,2,1,2,1011.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
33,Entire home/apt,4,1,1,3,671.0,174,4.71,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
34,Entire home/apt,3,1,1,2,1635.0,88,4.69,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
35,Entire home/apt,3,1,1,3,1051.0,81,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
36,Entire home/apt,4,1,0,2,796.0,65,4.94,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
37,Entire home/apt,4,1,2,3,546.0,33,4.88,-22.954074,-43.1679727,Zona Sul,1,1,1,1,1
38,Entire home/apt,4,1,1,2,985.0,8,4.5,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
39,Entire home/apt,2,1,0,1,522.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
40,Entire home/apt,3,1,0,2,281.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
41,Private room,2,2,1,1,330.0,2,5.0,-22.9636362,-43.2233457,Zona Sul,1,1,1,1,1
42,Private room,2,1,1,2,274.0,12,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
43,Entire home/apt,4,1,1,1,1001.0,65,4.82,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
44,Private room,2,2,1,2,247.0,63,4.83,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
45,Entire home/apt,6,2,4,5,1143.0,1,4.812309491059147,-22.9870911,-43.3049379,Zona Oeste,0,1,0,0,1
46,Entire home/apt,3,1,0,4,301.0,69,4.6,-22.9215542,-43.1860269,Centro,1,1,1,1,1
47,Private room,3,1,1,2,369.0,144,4.98,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
48,Entire home/apt,5,2,2,3,614.0,15,4.92,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
49,Private room,2,2,1,1,70.0,182,4.73,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
50,Entire home/apt,3,1,1,1,674.0,29,4.76,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
51,Entire home/apt,8,2,3,6,3029.0,53,4.92,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
52,Private room,1,1,1,1,459.0,39,4.82,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
53,Entire home/apt,4,1,2,2,650.0,9,4.78,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
54,Private room,1,1,1,1,59.0,2,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
55,Entire home/apt,4,1,1,2,303.0,196,4.67,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
56,Entire home/apt,8,3,4,7,6141.0,237,4.92,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
57,Entire home/apt,12,4,6,8,4093.0,18,4.44,-22.9870911,-43.3049379,Zona Oeste,0,1,0,0,1
58,Entire home/apt,2,1,1,1,878.0,96,4.98,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
59,Private room,2,1,1,1,150.0,10,5.0,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
60,Private room,2,1,1,1,193.0,5,4.8,-22.8992621,-43.3527794,Zona Oeste,0,0,0,0,1
61,Entire home/apt,4,1,1,4,833.0,166,4.54,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
62,Entire home/apt,2,1,0,1,809.0,30,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
63,Entire home/apt,4,1,1,2,193.0,195,4.28,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
64,Entire home/apt,4,2,1,2,965.0,189,4.75,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
65,Entire home/apt,1,1,0,2,180.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
66,Entire home/apt,5,2,2,3,4164.0,39,4.95,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
67,Entire home/apt,4,1,2,3,380.0,60,4.85,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
68,Entire home/apt,4,2,2,2,3371.0,1,4.812309491059147,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
69,Entire home/apt,3,2,2,2,1580.0,94,4.91,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
70,Private room,2,2,1,2,694.0,100,4.95,-22.9546413,-43.2004797,Zona Sul,1,1,1,1,1
71,Entire home/apt,4,1,1,2,1500.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
72,Entire home/apt,4,2,2,3,665.0,11,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
73,Entire home/apt,2,1,1,2,964.0,64,4.58,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
74,Entire home/apt,4,1,0,2,870.0,118,4.57,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
75,Private room,2,1,1,1,555.0,17,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
76,Entire home/apt,4,1,0,3,550.0,10,4.9,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
77,Entire home/apt,5,1,1,2,921.0,86,4.64,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
78,Entire home/apt,3,1,1,2,796.0,106,4.66,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
79,Entire home/apt,4,1,0,4,827.0,134,4.65,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
80,Entire home/apt,2,1,1,3,597.0,7,4.43,-22.9952094,-43.2408556,Zona Sul,0,0,1,1,1
81,Entire home/apt,2,1,1,1,689.0,124,4.24,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
82,Private room,2,1,1,1,202.0,117,4.97,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
83,Private room,2,2,1,1,500.0,26,4.92,-22.9215542,-43.1860269,Centro,1,1,1,1,1
84,Private room,1,1,1,1,467.0,21,4.76,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
85,Entire home/apt,6,2,2,4,1243.0,136,4.92,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
86,Entire home/apt,6,3,2,5,1250.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
87,Entire home/apt,5,2,2,2,3705.0,232,4.95,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
88,Entire home/apt,8,2,3,3,6324.0,180,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
89,Private room,2,1,1,1,599.0,140,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
90,Entire home/apt,2,1,1,2,662.0,131,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
91,Entire home/apt,5,1,2,3,1200.0,109,4.56,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
92,Entire home/apt,5,2,2,3,969.0,187,4.55,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
93,Private room,1,1,1,1,158.0,71,4.89,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
94,Private room,3,5,1,7,203.0,92,4.79,-22.9215542,-43.1860269,Centro,1,1,1,1,1
95,Private room,3,5,7,7,203.0,46,4.76,-22.9215542,-43.1860269,Centro,1,1,1,1,1
96,Private room,2,2,1,1,330.0,3,4.67,-22.9636362,-43.2233457,Zona Sul,1,1,1,1,1
97,Entire home/apt,4,1,1,4,900.0,276,4.84,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
98,Entire home/apt,2,1,1,1,871.0,216,4.8,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
99,Entire home/apt,2,1,1,2,900.0,237,4.81,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
100,Entire home/apt,2,1,1,1,250.0,9,4.56,-22.9183225,-43.1739232,Zona Sul,1,1,1,1,1
101,Private room,4,1,1,1,350.0,27,4.96,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
102,Private room,2,1,1,1,220.0,6,5.0,-22.9247351,-43.2327165,Zona Norte,1,1,1,1,1
103,Entire home/apt,2,1,1,1,850.0,485,4.81,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
104,Entire home/apt,6,2,3,4,2800.0,380,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
105,Entire home/apt,3,1,1,2,971.0,286,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
106,Entire home/apt,2,1,1,1,207.0,174,4.66,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
107,Entire home/apt,3,1,1,1,343.0,127,4.87,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
108,Entire home/apt,2,1,1,1,500.0,91,4.73,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
109,Entire home/apt,5,1,1,4,901.0,100,4.9,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
110,Entire home/apt,4,1,1,2,881.0,127,4.58,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
111,Entire home/apt,4,2,2,2,307.0,170,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
112,Entire home/apt,4,2,2,2,1469.0,163,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
113,Entire home/apt,5,2,3,4,1376.0,28,4.89,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
114,Private room,1,1,1,1,673.0,1,4.812309491059147,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
115,Private room,2,3,1,1,500.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
116,Entire home/apt,4,1,0,6,345.0,25,4.36,-22.2800004,-42.5325303,Centro,0,0,0,0,1
117,Entire home/apt,2,1,1,1,503.0,253,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
118,Private room,2,1,1,1,407.0,200,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
119,Entire home/apt,3,1,1,3,731.0,87,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
120,Entire home/apt,2,1,1,1,564.0,255,4.81,-22.9215542,-43.1860269,Centro,1,1,1,1,1
121,Entire home/apt,2,1,1,1,250.0,3,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
122,Entire home/apt,2,2,1,2,468.0,50,4.98,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
123,Entire home/apt,2,1,1,1,627.0,168,4.87,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
124,Entire home/apt,2,1,1,1,2249.0,312,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
125,Entire home/apt,2,2,1,1,500.0,5,4.8,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
126,Entire home/apt,6,1,5,8,1054.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
127,Entire home/apt,4,1,1,2,586.0,109,4.61,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
128,Entire home/apt,6,2,3,7,450.0,121,4.98,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
129,Entire home/apt,4,1,1,1,263.0,191,4.71,-22.2800004,-42.5325303,Centro,0,0,0,0,1
130,Entire home/apt,8,2,3,4,456.0,173,4.72,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
131,Private room,1,1,1,1,206.0,1,5.0,-22.9636362,-43.2233457,Zona Sul,1,1,1,1,1
132,Private room,2,1,1,2,539.0,1,5.0,-22.9818187,-43.4578117,Zona Oeste,0,0,0,0,1
133,Private room,1,0,1,1,538.0,46,4.93,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
134,Entire home/apt,2,1,1,1,727.0,52,4.59,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
135,Entire home/apt,5,2,3,4,3998.0,72,4.61,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
136,Entire home/apt,3,2,1,1,1686.0,14,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
137,Entire home/apt,4,1,1,3,721.0,134,4.56,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
138,Entire home/apt,4,1,2,3,1953.0,2,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
139,Entire home/apt,6,1,2,4,874.0,157,4.3,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
140,Entire home/apt,4,1,2,2,119.0,86,4.54,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
141,Entire home/apt,7,2,3,5,2877.0,218,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
142,Entire home/apt,4,2,2,2,500.0,13,4.17,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
143,Entire home/apt,4,2,2,2,998.0,241,4.96,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
144,Entire home/apt,5,1,1,1,957.0,378,4.81,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
145,Entire home/apt,8,4,4,7,3929.0,204,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
146,Entire home/apt,2,1,1,1,671.0,697,4.89,-22.9952094,-43.2408556,Zona Sul,0,0,1,1,1
147,Private room,2,2,2,1,809.0,1,4.0,-22.9247351,-43.2327165,Zona Norte,1,1,1,1,1
148,Entire home/apt,2,1,1,1,650.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
149,Entire home/apt,6,2,3,4,850.0,18,4.28,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
150,Entire home/apt,4,1,1,3,870.0,95,4.7,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
151,Entire home/apt,3,2,2,2,650.0,29,4.93,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
152,Entire home/apt,5,1,1,4,230.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
153,Private room,2,1,1,1,400.0,21,4.68,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
154,Entire home/apt,2,1,1,1,170.0,103,4.64,-22.9415143,-43.2006244,Zona Sul,1,1,1,1,1
155,Entire home/apt,9,3,2,4,2650.0,33,4.42,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
156,Private room,2,1,1,2,1169.0,41,4.69,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
157,Private room,2,1,1,2,321.0,31,4.81,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
158,Entire home/apt,2,1,1,1,500.0,6,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
159,Entire home/apt,4,1,1,3,386.0,6,5.0,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
160,Private room,1,1,1,2,126.0,114,4.7,-22.9183225,-43.1739232,Zona Sul,1,1,1,1,1
161,Entire home/apt,4,1,2,2,1444.0,209,4.93,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
162,Entire home/apt,4,2,2,4,3200.0,5,4.8,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
163,Entire home/apt,4,1,2,2,839.0,6,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
164,Private room,2,1,1,1,369.0,292,4.82,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
165,Entire home/apt,3,1,1,1,1714.0,36,4.92,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
166,Entire home/apt,2,1,1,1,230.0,13,4.15,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
167,Entire home/apt,6,2,3,12,2000.0,7,3.86,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,0
168,Entire home/apt,4,2,2,2,1165.0,199,4.94,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
169,Entire home/apt,3,1,2,2,920.0,75,4.72,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
170,Entire home/apt,4,1,2,2,1650.0,50,4.88,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
171,Entire home/apt,2,1,1,1,631.0,442,4.74,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
172,Private room,3,0,1,2,365.0,234,4.72,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
173,Private room,4,2,1,3,490.0,71,4.91,-22.9215542,-43.1860269,Centro,1,1,1,1,1
174,Entire home/apt,3,1,1,2,1445.0,260,4.69,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
175,Entire home/apt,6,2,4,5,3000.0,3,4.67,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
176,Entire home/apt,3,1,1,1,270.0,79,4.75,-22.9415143,-43.2006244,Zona Sul,1,1,1,1,1
177,Entire home/apt,5,2,2,2,663.0,338,4.88,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
178,Entire home/apt,7,3,3,5,1886.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
179,Private room,2,1,1,2,400.0,7,4.67,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
180,Private room,2,1,1,2,564.0,27,4.62,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
181,Private room,2,1,1,1,620.0,24,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
182,Entire home/apt,6,2,3,5,1858.0,141,4.94,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
183,Entire home/apt,4,2,2,3,1389.0,121,4.91,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
184,Private room,3,2,1,1,659.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
185,Entire home/apt,3,1,1,2,850.0,341,4.72,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
186,Entire home/apt,8,3,3,7,1732.0,265,4.81,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
187,Entire home/apt,4,1,2,2,839.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
188,Private room,2,1,1,2,240.0,26,4.96,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
189,Private room,2,10,10,32,343.0,1,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
190,Private room,2,2,1,1,901.0,145,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
191,Private room,3,1,1,3,829.0,10,4.78,-22.9215542,-43.1860269,Centro,1,1,1,1,1
192,Private room,2,1,1,2,800.0,15,4.87,-22.9215542,-43.1860269,Centro,1,1,1,1,1
193,Private room,3,1,1,3,857.0,17,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
194,Entire home/apt,7,2,3,7,2936.0,21,4.76,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
195,Entire home/apt,4,1,1,2,493.0,45,4.55,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
196,Entire home/apt,4,2,1,2,1989.0,1,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
197,Private room,2,1,1,1,738.0,16,4.94,-22.9215542,-43.1860269,Centro,1,1,1,1,1
198,Entire home/apt,4,2,2,2,2023.0,60,4.8,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
199,Entire home/apt,4,1,1,2,1740.0,6,4.83,-22.2800004,-42.5325303,Centro,0,0,0,0,1
200,Entire home/apt,3,1,1,3,900.0,157,4.51,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
201,Entire home/apt,5,2,2,3,1483.0,7,5.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
202,Private room,2,1,1,1,674.0,11,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
203,Entire home/apt,3,2,1,2,1129.0,225,4.91,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
204,Entire home/apt,2,1,1,2,936.0,28,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
205,Entire home/apt,4,1,1,2,1100.0,49,4.76,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
206,Private room,3,1,1,1,533.0,38,4.83,-22.9215542,-43.1860269,Centro,1,1,1,1,1
207,Entire home/apt,2,1,1,1,426.0,95,4.7,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
208,Entire home/apt,4,2,2,2,1000.0,32,4.94,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
209,Entire home/apt,4,1,1,3,2688.0,8,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
210,Entire home/apt,2,2,0,2,854.0,98,4.69,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
211,Entire home/apt,4,1,1,2,168.0,24,4.21,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
212,Entire home/apt,2,1,1,1,446.0,449,4.89,-22.2800004,-42.5325303,Centro,0,0,0,0,1
213,Entire home/apt,4,2,2,3,219.0,45,4.52,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
214,Entire home/apt,6,2,3,3,1008.0,24,4.88,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
215,Entire home/apt,6,2,3,4,3314.0,404,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
216,Entire home/apt,2,1,0,1,722.0,51,4.66,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
217,Entire home/apt,2,1,1,1,761.0,118,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
218,Entire home/apt,4,1,1,2,930.0,87,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
219,Entire home/apt,3,1,1,1,521.0,38,4.42,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
220,Entire home/apt,2,1,1,1,607.0,10,4.7,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
221,Entire home/apt,2,1,1,1,700.0,191,4.88,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
222,Entire home/apt,6,3,3,4,1500.0,80,4.98,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
223,Private room,2,1,1,1,1350.0,18,4.94,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
224,Entire home/apt,6,2,3,3,2577.0,277,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
225,Entire home/apt,7,3,6,7,1000.0,2,5.0,-22.9885204,-43.2482058,Zona Sul,0,0,1,1,1
226,Entire home/apt,6,1,2,3,1500.0,35,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
227,Private room,2,2,1,2,444.0,54,4.76,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
228,Entire home/apt,2,1,1,1,894.0,106,4.69,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
229,Entire home/apt,8,4,3,3,4829.0,50,4.98,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
230,Entire home/apt,7,2,3,4,1429.0,73,4.76,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
231,Entire home/apt,6,2,3,3,1800.0,4,4.75,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
232,Private room,2,1,1,1,180.0,26,4.87,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
233,Entire home/apt,12,3,3,8,3400.0,68,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
234,Entire home/apt,2,1,1,1,407.0,73,4.78,-23.0077797,-43.2872344,Zona Oeste,0,1,0,0,1
235,Entire home/apt,6,1,1,4,800.0,51,4.49,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
236,Entire home/apt,6,2,3,4,2086.0,140,4.69,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
237,Entire home/apt,6,2,3,4,1926.0,142,4.75,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
238,Entire home/apt,3,2,2,3,239.0,7,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
239,Entire home/apt,6,1,1,3,954.0,463,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
