,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,latitude,longitude,Zona,fl_intermodalidade,fl_lte_5_km_estacao,fl_lte_5_km_pontos_turisticos,entire_home_apt_private_room_roteiro_turistico,acomodacao_alta_experiencia
29982,Entire home/apt,1,1,1,1,240.0,2,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
29983,Entire home/apt,6,2,3,4,2083.0,5,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
29984,Private room,2,2,1,1,307.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
29985,Private room,3,1,1,2,467.0,3,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
29986,Entire home/apt,5,2,2,3,789.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
29987,Entire home/apt,4,1,1,2,446.0,1,4.812309491059147,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
29988,Entire home/apt,3,1,1,2,364.0,2,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
29989,Entire home/apt,3,1,1,1,257.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
29990,Entire home/apt,4,1,2,1,93.0,1,4.812309491059147,-22.9140512,-43.2843528,Zona Norte,1,1,0,0,1
29991,Private room,2,1,1,2,359.0,1,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
29992,Entire home/apt,6,2,3,5,1000.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
29993,Entire home/apt,3,1,1,2,651.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
29994,Entire home/apt,4,1,1,1,1257.0,1,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
29995,Entire home/apt,3,1,1,3,698.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
29996,Entire home/apt,3,1,1,1,600.0,1,5.0,-22.9711394,-43.4311836,Zona Oeste,0,0,0,0,1
29997,Entire home/apt,2,2,2,1,1300.0,1,4.812309491059147,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
29998,Entire home/apt,5,2,2,4,1400.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
29999,Entire home/apt,4,2,2,3,1240.0,1,5.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30000,Entire home/apt,4,2,2,2,840.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30001,Entire home/apt,4,1,2,2,1700.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30002,Entire home/apt,6,1,2,3,1141.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30003,Entire home/apt,6,2,3,3,960.0,1,5.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30004,Entire home/apt,2,1,1,1,1059.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30005,Entire home/apt,3,1,1,2,714.0,1,4.812309491059147,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30006,Entire home/apt,4,1,1,1,1500.0,1,4.812309491059147,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
30007,Entire home/apt,2,1,1,1,1255.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30008,Entire home/apt,4,2,2,4,550.0,1,4.812309491059147,-22.899318,-43.2219346,Centro,1,1,1,1,1
30009,Entire home/apt,3,1,1,2,650.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30010,Private room,3,1,1,2,600.0,2,5.0,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
30011,Entire home/apt,4,1,1,1,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30012,Private room,3,1,1,2,302.0,1,5.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30013,Entire home/apt,4,2,2,3,1100.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30014,Entire home/apt,4,1,1,2,180.0,5,4.4,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30015,Entire home/apt,3,1,1,1,331.0,2,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30016,Entire home/apt,2,1,1,1,294.0,1,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30017,Entire home/apt,4,1,2,2,800.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30018,Entire home/apt,6,2,3,6,1600.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30019,Entire home/apt,2,1,1,1,1300.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30020,Private room,1,2,1,1,182.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30021,Entire home/apt,6,2,3,4,2300.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30022,Private room,3,1,1,1,850.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30023,Entire home/apt,4,1,1,2,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30024,Entire home/apt,6,2,3,4,641.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30025,Entire home/apt,4,1,1,1,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30026,Entire home/apt,4,1,1,2,500.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30027,Entire home/apt,5,1,1,1,742.0,3,4.33,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30028,Entire home/apt,4,1,1,2,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30029,Entire home/apt,4,1,1,1,307.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30030,Private room,2,1,1,1,700.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30031,Entire home/apt,4,1,1,2,746.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30032,Entire home/apt,3,1,1,1,663.0,6,4.33,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30033,Entire home/apt,3,1,1,1,410.0,1,4.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30034,Entire home/apt,4,1,1,2,1200.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30035,Entire home/apt,4,1,1,2,443.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30036,Entire home/apt,4,1,1,2,800.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30037,Entire home/apt,4,2,2,2,1031.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30038,Entire home/apt,4,1,1,2,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30039,Private room,2,2,1,1,500.0,2,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30040,Private room,2,3,1,1,200.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30041,Entire home/apt,4,1,1,2,274.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30042,Entire home/apt,8,2,3,3,1043.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30043,Entire home/apt,5,3,3,2,1527.0,1,3.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,0
30044,Entire home/apt,4,1,1,4,1263.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30045,Entire home/apt,2,1,1,1,692.0,6,5.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30046,Entire home/apt,2,1,1,1,578.0,4,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30047,Entire home/apt,6,1,2,3,1446.0,2,4.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30048,Entire home/apt,2,1,1,1,771.0,1,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30049,Entire home/apt,3,1,1,5,1204.0,1,5.0,-22.954074,-43.1679727,Zona Sul,1,1,1,1,1
30050,Entire home/apt,5,2,2,4,551.0,1,4.812309491059147,-22.7917588,-43.180966,Zona Norte,0,0,0,0,1
30051,Entire home/apt,2,1,1,3,1061.0,1,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30052,Private room,2,3,1,4,250.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30053,Entire home/apt,3,1,1,2,1555.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30054,Entire home/apt,3,1,1,2,227.0,1,1.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,0
30055,Entire home/apt,4,2,2,2,1320.0,1,4.812309491059147,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
30056,Private room,2,3,1,1,200.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30057,Entire home/apt,4,1,2,3,911.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30058,Entire home/apt,4,2,3,1,950.0,1,4.812309491059147,-22.9269199,-43.1802186,Zona Sul,1,1,1,1,1
30059,Entire home/apt,4,1,1,1,477.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30060,Private room,2,1,1,1,293.0,2,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30061,Entire home/apt,2,1,1,2,1079.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30062,Entire home/apt,4,1,1,1,1171.0,1,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30063,Entire home/apt,4,1,1,2,407.0,2,3.5,-22.2800004,-42.5325303,Centro,0,0,0,0,0
30064,Entire home/apt,6,2,3,3,1469.0,1,4.812309491059147,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
30065,Entire home/apt,4,1,1,2,969.0,1,4.812309491059147,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
30066,Entire home/apt,2,1,1,1,283.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30067,Entire home/apt,3,1,1,1,979.0,1,4.812309491059147,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
30068,Entire home/apt,2,1,1,1,384.0,1,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30069,Entire home/apt,4,1,1,2,967.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30070,Entire home/apt,2,1,1,1,766.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30071,Entire home/apt,14,2,2,3,739.0,4,5.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30072,Entire home/apt,4,2,2,4,1787.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30073,Entire home/apt,3,2,2,2,1500.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30074,Entire home/apt,7,2,3,4,1450.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30075,Entire home/apt,3,1,1,2,1290.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30076,Entire home/apt,4,1,1,1,1657.0,5,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30077,Entire home/apt,15,1,3,1,1000.0,1,5.0,-22.9679803,-43.6940872,Zona Oeste,0,0,0,0,1
30078,Entire home/apt,4,1,1,1,1484.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30079,Entire home/apt,4,1,1,1,385.0,4,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30080,Entire home/apt,3,1,1,1,410.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30081,Private room,1,2,1,1,200.0,3,5.0,-22.9121619,-43.2311861,Zona Norte,1,1,1,1,1
30082,Entire home/apt,3,1,1,2,981.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30083,Entire home/apt,4,1,0,1,765.0,1,4.812309491059147,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30084,Entire home/apt,5,1,1,1,342.0,1,4.812309491059147,-22.899318,-43.2219346,Centro,1,1,1,1,1
30085,Entire home/apt,3,1,1,2,761.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30086,Entire home/apt,4,1,1,2,471.0,3,5.0,-22.9711394,-43.4311836,Zona Oeste,0,0,0,0,1
30087,Entire home/apt,5,3,2,2,1120.0,1,4.812309491059147,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
30088,Private room,2,1,1,1,500.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30089,Entire home/apt,5,2,2,4,580.0,2,5.0,-22.7917588,-43.180966,Zona Norte,0,0,0,0,1
30090,Entire home/apt,6,2,2,4,891.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30091,Entire home/apt,4,1,1,1,350.0,1,4.812309491059147,-22.9112162,-43.2131983,Zona Norte,1,1,1,1,1
30092,Entire home/apt,4,2,2,2,554.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30093,Private room,2,0,1,1,183.0,1,4.812309491059147,-22.899318,-43.2219346,Centro,1,1,1,1,1
30094,Entire home/apt,4,1,1,2,1186.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30095,Entire home/apt,4,1,2,2,168.0,2,5.0,-22.9707911,-43.4968914,Zona Oeste,0,0,0,0,1
30096,Entire home/apt,3,1,2,2,814.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30097,Entire home/apt,5,1,2,3,1386.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30098,Entire home/apt,5,2,2,1,950.0,6,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
30099,Entire home/apt,6,3,3,3,1577.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30100,Entire home/apt,4,1,1,2,342.0,4,4.5,-22.899318,-43.2219346,Centro,1,1,1,1,1
30101,Entire home/apt,4,1,1,1,457.0,1,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30102,Entire home/apt,4,2,2,2,750.0,1,4.812309491059147,-22.9546413,-43.2004797,Zona Sul,1,1,1,1,1
30103,Entire home/apt,2,1,1,1,209.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30104,Entire home/apt,5,2,2,3,2190.0,2,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30105,Entire home/apt,2,1,1,3,257.0,1,4.812309491059147,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
30106,Private room,4,0,1,3,1680.0,1,4.812309491059147,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
30107,Entire home/apt,4,1,1,2,799.0,1,4.812309491059147,-22.9636362,-43.2233457,Zona Sul,1,1,1,1,1
30108,Entire home/apt,4,1,1,2,1366.0,3,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30109,Private room,1,1,1,1,471.0,1,5.0,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
30110,Entire home/apt,6,2,2,2,1780.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30111,Entire home/apt,2,1,1,1,400.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30112,Entire home/apt,4,1,1,2,983.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30113,Entire home/apt,5,2,2,3,288.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30114,Entire home/apt,10,4,4,7,1116.0,2,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30115,Entire home/apt,7,2,2,5,1140.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30116,Private room,2,1,1,1,500.0,1,4.812309491059147,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
30117,Entire home/apt,2,1,1,1,1007.0,6,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30118,Entire home/apt,2,1,1,1,1086.0,7,4.71,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30119,Entire home/apt,6,2,3,4,1793.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30120,Entire home/apt,6,1,1,3,599.0,4,4.75,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30121,Entire home/apt,2,1,1,1,1085.0,3,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30122,Entire home/apt,2,1,1,1,1314.0,2,4.5,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30123,Entire home/apt,4,1,1,1,1068.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30124,Entire home/apt,4,1,1,4,600.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30125,Entire home/apt,8,2,1,3,1729.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30126,Entire home/apt,4,1,1,2,1144.0,2,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30127,Entire home/apt,7,2,3,5,1971.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30128,Entire home/apt,4,1,1,2,779.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30129,Entire home/apt,3,1,1,2,284.0,2,5.0,-22.9183225,-43.1739232,Zona Sul,1,1,1,1,1
30130,Private room,4,2,3,4,346.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30131,Entire home/apt,4,2,2,2,1102.0,3,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30132,Entire home/apt,6,3,3,6,1179.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30133,Entire home/apt,4,1,1,2,1089.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30134,Entire home/apt,4,1,1,2,221.0,1,4.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
30135,Entire home/apt,2,1,1,1,1255.0,3,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30136,Entire home/apt,3,2,1,1,673.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30137,Entire home/apt,2,1,1,1,679.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30138,Entire home/apt,5,2,3,3,1000.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30139,Private room,2,1,1,1,492.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30140,Entire home/apt,3,1,1,2,2200.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30141,Entire home/apt,4,1,1,1,424.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30142,Entire home/apt,3,1,1,2,807.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30143,Entire home/apt,2,2,2,2,679.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30144,Entire home/apt,4,1,1,2,745.0,6,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30145,Entire home/apt,5,1,2,3,1093.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30146,Entire home/apt,5,2,2,2,240.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30147,Private room,2,2,1,1,186.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30148,Private room,2,1,1,2,561.0,1,4.812309491059147,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30149,Entire home/apt,2,1,1,1,771.0,5,4.6,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30150,Entire home/apt,4,1,1,1,910.0,1,4.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30151,Private room,2,1,1,1,311.0,1,5.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
30152,Entire home/apt,2,1,1,2,464.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30153,Entire home/apt,4,1,1,1,486.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30154,Entire home/apt,4,2,2,2,1286.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30155,Entire home/apt,4,1,1,2,886.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30156,Private room,4,1,1,2,720.0,1,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30157,Entire home/apt,4,2,2,2,900.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30158,Entire home/apt,4,1,1,1,707.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30159,Entire home/apt,3,1,1,2,836.0,1,2.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,0
30160,Entire home/apt,4,2,2,3,1491.0,4,4.75,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
30161,Entire home/apt,2,1,1,1,413.0,4,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30162,Entire home/apt,3,2,1,2,683.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30163,Entire home/apt,6,1,1,2,759.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
30164,Entire home/apt,5,1,2,2,800.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30165,Entire home/apt,3,1,1,2,304.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30166,Entire home/apt,2,1,1,1,1100.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30167,Entire home/apt,2,1,1,1,1017.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30168,Entire home/apt,6,1,1,1,971.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30169,Private room,2,2,1,1,381.0,1,4.812309491059147,-22.8971835,-43.1841545,Centro,1,1,1,1,1
30170,Private room,2,2,1,1,334.0,1,4.812309491059147,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30171,Entire home/apt,3,1,1,2,893.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30172,Entire home/apt,6,1,1,3,507.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
30173,Entire home/apt,6,2,2,3,614.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30174,Entire home/apt,4,1,1,2,1043.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30175,Entire home/apt,6,2,2,4,600.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30176,Private room,3,1,1,2,307.0,4,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30177,Entire home/apt,8,2,3,4,1000.0,1,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30178,Entire home/apt,5,3,2,2,651.0,1,4.812309491059147,-22.9870911,-43.3049379,Zona Oeste,0,1,0,0,1
30179,Entire home/apt,8,2,3,3,1000.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30180,Entire home/apt,3,1,1,1,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30181,Private room,2,1,1,1,330.0,1,4.812309491059147,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
30182,Entire home/apt,2,1,1,1,481.0,1,5.0,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30183,Entire home/apt,4,1,1,2,493.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30184,Entire home/apt,6,1,2,5,760.0,8,4.88,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
30185,Entire home/apt,3,1,1,2,979.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30186,Private room,4,1,1,4,1000.0,1,4.812309491059147,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
30187,Entire home/apt,8,3,2,8,1629.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30188,Entire home/apt,4,1,1,2,713.0,2,4.5,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30189,Entire home/apt,4,2,1,1,860.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
30190,Entire home/apt,4,1,1,2,421.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30191,Entire home/apt,4,1,1,1,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30192,Entire home/apt,3,1,1,1,400.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30193,Entire home/apt,2,1,1,1,362.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30194,Entire home/apt,4,1,1,1,821.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30195,Entire home/apt,2,1,1,1,1220.0,1,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
30196,Entire home/apt,4,1,1,1,578.0,1,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
30197,Entire home/apt,3,1,1,1,572.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
30198,Entire home/apt,4,1,1,1,1000.0,1,5.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
30199,Entire home/apt,2,1,1,1,336.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30200,Entire home/apt,8,2,3,10,2000.0,1,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30201,Private room,2,1,1,2,634.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30202,Entire home/apt,2,1,1,1,369.0,1,4.812309491059147,-22.2800004,-42.5325303,Centro,0,0,0,0,1
30203,Entire home/apt,6,2,3,3,331.0,1,4.812309491059147,-22.8326425,-43.2842228,Zona Norte,0,0,0,0,1
30204,Shared room,2,2,1,2,176.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,0,0
30205,Entire home/apt,6,2,3,3,500.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
30206,Private room,2,1,1,1,504.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
